0,1,2,3,4,5,6,7,8,9,10,11,12,100
0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,1000
2,0,0,0,0,0,0,0,0,0,0,0,0,1000
3,0,0,0,0,0,0,0,0,0,0,0,0,1000
4,0,0,0,0,0,0,0,0,0,0,0,0,1000
5,0,0,0,0,0,0,0,0,0,0,0,0,1000
